22,1.449,0,0,0,0.0065
30,1.451,0,0,0,0.0005
40,1.4565,0,0,0,0.0055
50,1.462,0,0,0,0.0045
60,1.464,0,0,0,0.0065
70,1.463,0,0,0,0.0005
80,1.472,0,0,0,0.0005
90,1.475,0,0,0,0.0005
200,1.503,0,0,0,0.0005
300,1.513,0,0,0,0.0005
400,1.52,0,0,0,0.0005
700,1.534,0,0,0,0.0005
1000,1.542,0,0,0,0.0005
3000,1.548,0,0,0,0.0005
5000,1.549,0,0,0,0.0005
10000,1.55,0,0,0,0.0005
76000,1.558,0,0,0,0.0005
