20,1.334,7115,0,0,0.0005,3
25,1.336,7125,0,0,0.0005,3
30,1.338,7136,0,0,0.0005,3
40,1.346,7179,0,0,0.0005,3
50,1.35,7200,0,0,0.0005,3
60,1.354,7221,0,0,0.0005,3
70,1.356,7232,0,0,0.0005,3
80,1.361,7259,0,0,0.0005,3
90,1.363,7269,0,0,0.0005,3
745,1.425,7600,0,0,0.0005,3
1000,1.43,7627,0,0,0.0005,3
2000,1.44,7680,0,0,0.0005,3
10000,1.448,7723,0,0,0.0005,3
100000,1.451,7739,0,0,0.0005,3
760000,1.457,7771,0,0,0.0005,3
